fecha,ciudad,visitas_tienda,pedidos_tienda,pedidos_click_collect,tasa_conversion_tienda_pct,sesiones_web,pedidos_online,tasa_conversion_web_pct,rebajas_flag,black_friday_flag,navidad_flag,payday_flag,festivo_local_flag,lluvia_indice,temperatura_media_c,turismo_indice,incidencia_ecommerce_flag
2020-09-18,Barcelona,34,8.0,4.0,0.2363,441,8.0,0.0272,0,0,0,0,0,12.1,16.6,37.4,0
2020-09-18,Valencia,52,10.0,3.0,0.1937,254,5.0,0.0315,0,0,0,0,0,47.0,16.4,38.0,0
2020-09-18,Sevilla,17,4.0,1.0,0.2297,103,2.0,0.0291,0,0,0,0,0,29.3,20.7,50.0,0
2020-09-18,Malaga,12,3.0,1.0,0.2439,200,5.0,0.0299,0,0,0,0,0,41.5,19.1,41.0,0
2020-09-18,Zaragoza,40,9.0,2.0,0.2254,208,3.0,0.024,0,0,0,0,0,24.0,13.7,6.4,0
2020-09-18,Bilbao,19,4.0,0.0,0.209,10,0.0,0.0297,0,0,0,0,0,29.4,8.6,18.0,0
2020-09-18,Murcia,5,1.0,0.0,0.2103,120,3.0,0.025,0,0,0,0,0,36.9,18.7,18.0,0
2020-09-18,Palma,13,3.0,0.0,0.2333,76,2.0,0.0264,0,0,0,0,0,41.8,21.3,60.6,0
2020-09-18,A Coruna,4,1.0,0.0,0.2302,162,5.0,0.0308,0,0,0,0,0,32.8,11.0,24.7,0
2020-09-19,Madrid,52,13.0,4.0,0.2493,437,8.0,0.0275,0,0,0,0,0,32.1,12.1,43.7,0
2020-09-19,Barcelona,44,9.0,2.0,0.2041,162,3.0,0.0308,0,0,0,0,0,40.2,13.6,13.5,0
2020-09-19,Valencia,33,7.0,3.0,0.2092,326,5.0,0.0245,0,0,0,0,0,27.2,16.2,28.5,0
2020-09-19,Sevilla,27,6.0,0.0,0.2202,10,0.0,0.0281,0,0,0,0,0,12.4,16.9,26.0,0
2020-09-19,Malaga,8,2.0,4.0,0.2377,362,4.0,0.0221,0,0,0,0,0,34.2,18.7,39.4,0
2020-09-19,Zaragoza,42,9.0,5.0,0.2136,408,5.0,0.0245,0,0,0,0,0,26.5,16.0,0.0,0
2020-09-19,Bilbao,14,3.0,1.0,0.2148,84,2.0,0.0357,0,0,0,0,0,32.0,11.0,0.0,0
2020-09-19,Murcia,19,4.0,3.0,0.2158,93,0.0,0.0324,0,0,0,0,0,46.9,21.7,27.4,0
2020-09-19,Palma,26,6.0,1.0,0.2336,109,2.0,0.0274,0,0,0,0,0,20.3,16.9,49.9,0
2020-09-19,A Coruna,10,2.0,1.0,0.2102,97,2.0,0.0311,0,0,0,0,0,32.5,15.1,38.1,0
2020-09-20,Madrid,53,13.0,2.0,0.2469,291,6.0,0.0275,0,0,0,0,0,29.3,15.2,37.5,0
2020-09-20,Barcelona,40,9.0,5.0,0.2265,242,2.0,0.029,0,0,0,0,0,36.2,15.5,46.3,0
2020-09-20,Valencia,44,10.0,1.0,0.2256,180,4.0,0.0277,0,0,0,0,0,22.5,15.8,16.6,0
2020-09-20,Sevilla,38,9.0,0.0,0.2342,121,3.0,0.0248,0,0,0,0,0,8.8,20.0,35.1,0
2020-09-20,Malaga,26,6.0,3.0,0.2265,165,1.0,0.0242,0,0,0,0,0,15.8,20.1,49.5,0
2020-09-20,Zaragoza,44,9.0,0.0,0.203,222,8.0,0.036,0,0,0,0,0,63.5,14.5,27.4,0
2020-09-20,Bilbao,22,5.0,1.0,0.2258,127,3.0,0.0315,0,0,0,0,0,51.4,14.0,25.1,0
2020-09-20,Murcia,19,4.0,2.0,0.21,251,6.0,0.0319,0,0,0,0,0,42.0,14.3,0.0,0
2020-09-20,Palma,13,3.0,0.0,0.235,113,3.0,0.0265,0,0,0,0,0,27.0,17.1,53.6,0
2020-09-20,A Coruna,27,6.0,0.0,0.2263,92,3.0,0.0325,0,0,0,0,0,46.6,14.8,39.3,0
2020-09-21,Madrid,34,8.0,4.0,0.2337,429,11.0,0.035,0,0,0,0,0,50.8,17.9,21.5,0
2020-09-21,Barcelona,33,8.0,2.0,0.2438,447,11.0,0.0291,0,0,0,0,0,34.8,10.9,24.1,0
2020-09-21,Valencia,29,7.0,5.0,0.2414,411,6.0,0.0268,0,0,0,0,0,15.6,17.2,29.1,0
2020-09-21,Sevilla,4,1.0,2.0,0.2304,477,8.0,0.021,0,0,0,0,0,29.6,15.7,35.4,0
2020-09-21,Malaga,2,0.0,0.0,0.241,110,3.0,0.0274,0,0,0,0,0,36.4,21.6,39.3,0
2020-09-21,Zaragoza,5,1.0,3.0,0.2096,193,3.0,0.0312,0,0,0,0,0,43.3,12.9,7.8,0
2020-09-21,Bilbao,5,1.0,0.0,0.1954,64,2.0,0.0315,0,0,0,0,0,47.4,13.7,4.4,0
2020-09-21,Murcia,9,2.0,0.0,0.2233,34,1.0,0.0294,0,0,0,0,0,38.2,19.5,25.0,0
2020-09-21,Palma,25,6.0,2.0,0.2381,210,4.0,0.0286,0,0,0,0,0,21.4,18.3,56.1,0
2020-09-21,A Coruna,9,2.0,0.0,0.2313,100,3.0,0.0299,0,0,0,0,0,17.0,9.6,36.3,0
2020-09-22,Madrid,45,10.0,1.0,0.2222,148,4.0,0.0338,0,0,0,0,0,39.2,16.0,26.8,0
2020-09-22,Barcelona,10,2.0,2.0,0.2088,123,2.0,0.0326,0,0,0,0,0,41.1,18.2,31.1,0
2020-09-22,Valencia,15,3.0,1.0,0.2056,80,2.0,0.0373,0,0,0,0,0,49.3,20.4,37.2,0
2020-09-22,Sevilla,4,1.0,3.0,0.2311,90,0.0,0.0333,0,0,0,0,0,33.2,18.9,36.0,0
2020-09-22,Malaga,17,4.0,2.0,0.2356,267,5.0,0.0262,0,0,0,0,0,23.9,14.9,35.2,0
2020-09-22,Zaragoza,28,6.0,0.0,0.2145,140,5.0,0.0358,0,0,0,0,0,39.5,12.3,28.5,0
2020-09-22,Bilbao,27,6.0,1.0,0.2212,110,2.0,0.0274,0,0,0,0,0,30.8,11.6,18.2,0
2020-09-22,Murcia,26,6.0,2.0,0.2319,210,4.0,0.0286,0,0,0,0,0,43.1,21.0,17.5,0
2020-09-22,Palma,2,0.0,0.0,0.2136,198,6.0,0.0303,0,0,0,0,0,32.3,18.7,51.2,0
2020-09-22,A Coruna,23,5.0,0.0,0.2159,31,1.0,0.0322,0,0,0,0,0,28.7,15.9,30.3,0
2020-09-23,Madrid,35,8.0,2.0,0.2277,232,6.0,0.0345,0,0,0,0,0,37.6,16.3,8.1,0
2020-09-23,Barcelona,28,6.0,0.0,0.2181,277,8.0,0.0289,0,0,0,0,0,25.9,16.4,30.2,0
2020-09-23,Valencia,22,5.0,4.0,0.2227,189,1.0,0.0265,0,0,0,0,0,18.0,19.9,28.1,0
2020-09-23,Sevilla,45,10.0,1.0,0.2213,110,2.0,0.0272,0,0,0,0,0,20.4,16.8,50.4,0
2020-09-23,Malaga,38,8.0,3.0,0.2096,212,3.0,0.0283,0,0,0,0,0,40.1,15.3,33.2,0
2020-09-23,Zaragoza,12,3.0,1.0,0.2406,39,0.0,0.0258,0,0,0,0,0,15.2,13.2,13.8,0
2020-09-23,Bilbao,13,3.0,1.0,0.2286,175,5.0,0.0342,0,0,0,0,0,40.4,15.7,34.0,0
2020-09-23,Murcia,21,4.0,0.0,0.1941,106,3.0,0.0284,0,0,0,0,0,53.6,14.7,7.4,0
2020-09-23,Palma,35,8.0,0.0,0.2272,181,5.0,0.0277,0,0,0,0,0,26.5,17.4,53.9,0
2020-09-23,A Coruna,20,4.0,1.0,0.1955,114,3.0,0.0352,0,0,0,0,0,63.4,12.6,14.3,0
2020-09-24,Madrid,45,9.0,2.0,0.1999,304,9.0,0.0362,0,0,0,0,0,61.2,14.6,11.8,0
2020-09-24,Barcelona,28,6.0,1.0,0.2107,93,2.0,0.0321,0,0,0,0,0,40.9,14.0,16.6,0
2020-09-24,Valencia,17,4.0,3.0,0.2391,315,6.0,0.0286,0,0,0,0,0,17.1,20.6,31.8,0
2020-09-24,Sevilla,24,5.0,2.0,0.2097,135,2.0,0.0297,0,0,0,0,0,41.4,15.9,24.0,0
2020-09-24,Malaga,20,4.0,3.0,0.1994,236,5.0,0.0338,0,0,0,0,0,44.8,17.9,40.1,0
2020-09-24,Zaragoza,33,7.0,4.0,0.2106,140,1.0,0.0356,0,0,0,0,0,54.4,15.9,15.0,0
2020-09-24,Bilbao,46,9.0,2.0,0.1954,185,4.0,0.0324,0,0,0,0,0,43.1,10.0,14.9,0
2020-09-24,Murcia,9,2.0,2.0,0.218,237,5.0,0.0295,0,0,0,0,0,37.3,12.5,23.5,0
2020-09-24,Palma,5,1.0,4.0,0.1916,186,2.0,0.0323,0,0,0,0,0,60.1,16.2,52.9,0
2020-09-24,A Coruna,18,4.0,1.0,0.2196,132,2.0,0.0227,0,0,0,0,0,27.4,13.2,23.8,0
2020-09-25,Madrid,28,6.0,6.0,0.2137,305,5.0,0.036,0,0,0,1,0,44.7,15.8,17.0,0
2020-09-25,Barcelona,26,6.0,2.0,0.2266,153,4.0,0.0393,0,0,0,1,0,45.1,18.1,35.9,0
2020-09-25,Valencia,23,5.0,0.0,0.2194,139,5.0,0.0359,0,0,0,1,0,34.4,15.0,58.8,0
2020-09-25,Sevilla,13,3.0,0.0,0.2336,69,2.0,0.0291,0,0,0,1,0,28.2,22.4,47.5,0
2020-09-25,Malaga,19,4.0,0.0,0.213,57,2.0,0.0349,0,0,0,1,0,29.0,17.9,39.2,0
2020-09-25,Zaragoza,16,4.0,4.0,0.2459,170,2.0,0.0353,0,0,0,1,0,34.7,11.1,18.3,0
2020-09-25,Bilbao,24,5.0,2.0,0.2041,166,4.0,0.0361,0,0,0,1,0,48.3,17.1,17.4,0
2020-09-25,Murcia,10,2.0,5.0,0.1923,194,3.0,0.0413,0,0,0,1,0,61.1,16.0,24.1,0
2020-09-25,Palma,4,1.0,2.0,0.2274,118,2.0,0.0338,0,0,0,1,0,34.6,13.9,66.4,0
2020-09-25,A Coruna,24,5.0,1.0,0.2106,152,4.0,0.033,0,0,0,1,0,47.6,12.3,30.6,0
2020-09-26,Madrid,52,12.0,3.0,0.2293,265,6.0,0.034,0,0,0,1,0,44.3,9.5,38.3,0
2020-09-26,Barcelona,73,16.0,1.0,0.2183,209,6.0,0.0335,0,0,0,1,0,40.3,18.1,38.6,0
2020-09-26,Valencia,16,4.0,1.0,0.2437,200,5.0,0.03,0,0,0,1,0,35.1,16.7,36.9,0
2020-09-26,Sevilla,21,5.0,2.0,0.2329,189,6.0,0.0423,0,0,0,1,0,41.5,17.4,58.3,0
2020-09-26,Malaga,28,6.0,3.0,0.2137,166,2.0,0.0302,0,0,0,1,0,33.3,13.0,44.9,0
2020-09-26,Zaragoza,2,0.0,1.0,0.2161,32,0.0,0.0314,0,0,0,1,0,22.4,8.9,11.8,0
2020-09-26,Bilbao,17,4.0,1.0,0.2325,142,4.0,0.0353,0,0,0,1,0,39.2,14.8,18.9,0
2020-09-26,Murcia,25,6.0,2.0,0.24,122,1.0,0.0246,0,0,0,1,0,27.3,15.0,0.0,0
2020-09-26,Palma,12,3.0,1.0,0.2474,78,1.0,0.0257,0,0,0,1,0,21.1,14.3,38.0,0
2020-09-26,A Coruna,21,5.0,1.0,0.243,163,3.0,0.0246,0,0,0,1,0,38.9,13.3,28.5,0
2020-09-27,Madrid,38,10.0,2.0,0.2641,412,9.0,0.0267,0,0,0,1,0,14.7,16.1,48.3,0
2020-09-27,Barcelona,22,5.0,2.0,0.2318,292,7.0,0.0308,0,0,0,1,0,19.8,16.9,42.8,0
2020-09-27,Valencia,43,10.0,4.0,0.2307,351,7.0,0.0313,0,0,0,1,0,36.6,15.6,54.0,0
2020-09-27,Sevilla,27,6.0,2.0,0.2258,341,8.0,0.0293,0,0,0,1,0,20.4,16.5,17.8,0
2020-09-27,Malaga,52,11.0,2.0,0.2098,160,3.0,0.0312,0,0,0,1,0,24.1,15.4,34.4,0
2020-09-27,Zaragoza,20,4.0,1.0,0.203,173,6.0,0.0404,0,0,0,1,0,34.7,11.7,0.5,0
2020-09-27,Bilbao,28,6.0,2.0,0.2171,127,2.0,0.0316,0,0,0,1,0,37.0,15.7,19.7,0
2020-09-27,Murcia,29,6.0,2.0,0.2078,195,5.0,0.036,0,0,0,1,0,57.8,14.8,33.4,0
2020-09-27,Palma,50,13.0,1.0,0.2625,57,1.0,0.0352,0,0,0,1,0,26.6,8.6,60.3,0
2020-09-27,A Coruna,14,3.0,1.0,0.2204,63,1.0,0.0317,0,0,0,1,0,10.4,16.6,0.0,0
2020-09-28,Madrid,36,8.0,5.0,0.2198,328,6.0,0.0336,0,0,0,1,0,23.5,12.3,0.0,0
2020-09-28,Barcelona,39,9.0,3.0,0.2314,450,9.0,0.0267,0,0,0,1,0,43.3,17.0,21.1,0
2020-09-28,Valencia,16,4.0,5.0,0.25,264,3.0,0.0303,0,0,0,1,0,26.5,21.8,54.5,0
2020-09-28,Sevilla,29,7.0,2.0,0.2455,189,5.0,0.0371,0,0,0,1,0,33.9,17.2,34.3,0
2020-09-28,Malaga,24,6.0,1.0,0.2528,122,3.0,0.0329,0,0,0,1,0,23.0,19.6,38.4,0
2020-09-28,Zaragoza,13,3.0,0.0,0.2263,27,1.0,0.0374,0,0,0,1,0,38.2,11.5,9.1,0
2020-09-28,Bilbao,9,2.0,1.0,0.2328,100,2.0,0.0299,0,0,0,1,0,22.9,17.4,19.6,0
2020-09-28,Murcia,12,3.0,0.0,0.241,66,2.0,0.0301,0,0,0,1,0,20.9,16.1,25.4,0
2020-09-28,Palma,34,7.0,2.0,0.2083,86,1.0,0.0348,0,0,0,1,0,52.9,13.9,34.3,0
2020-09-28,A Coruna,14,3.0,0.0,0.2073,109,4.0,0.0367,0,0,0,1,0,38.2,16.2,10.7,0
2020-09-29,Madrid,41,10.0,3.0,0.2454,282,7.0,0.0355,0,0,0,1,0,37.9,13.2,25.4,0
2020-09-29,Barcelona,25,6.0,3.0,0.2447,162,2.0,0.0309,0,0,0,1,0,36.5,13.7,24.1,0
2020-09-29,Valencia,39,10.0,2.0,0.2537,287,7.0,0.0313,0,0,0,1,0,29.8,16.0,44.8,0
2020-09-29,Sevilla,9,2.0,3.0,0.2246,174,3.0,0.0344,0,0,0,1,0,37.9,10.7,20.1,0
2020-09-29,Malaga,22,5.0,0.0,0.2292,92,3.0,0.0328,0,0,0,1,0,45.6,17.7,35.8,0
2020-09-29,Zaragoza,18,4.0,0.0,0.2169,167,6.0,0.036,0,0,0,1,0,49.4,12.0,8.0,0
2020-09-29,Bilbao,31,7.0,5.0,0.2262,307,5.0,0.0326,0,0,0,1,0,26.1,15.7,3.9,0
2020-09-29,Murcia,33,7.0,0.0,0.2096,106,4.0,0.0378,0,0,0,1,0,45.3,15.5,3.5,0
2020-09-29,Palma,25,5.0,0.0,0.2014,115,4.0,0.0348,0,0,0,1,0,46.2,14.3,25.3,0
2020-09-29,A Coruna,14,3.0,2.0,0.2217,131,2.0,0.0306,0,0,0,1,0,47.3,13.7,37.0,0
2020-09-30,Madrid,30,7.0,2.0,0.2304,165,3.0,0.0304,0,0,0,1,0,38.5,10.2,29.6,0
2020-09-30,Barcelona,37,8.0,4.0,0.219,308,7.0,0.0357,0,0,0,1,0,42.6,17.7,46.1,0
2020-09-30,Valencia,65,14.0,1.0,0.2144,187,6.0,0.0374,0,0,0,1,0,53.6,21.9,8.9,0
2020-09-30,Sevilla,19,4.0,0.0,0.2117,57,2.0,0.0353,0,0,0,1,0,24.5,14.0,25.4,0
2020-09-30,Malaga,20,5.0,1.0,0.2445,105,2.0,0.0286,0,0,0,1,0,24.2,18.4,54.4,0
2020-09-30,Zaragoza,28,6.0,1.0,0.2107,119,3.0,0.0337,0,0,0,1,0,30.9,14.5,19.1,0
2020-09-30,Bilbao,21,5.0,1.0,0.2345,108,2.0,0.0279,0,0,0,1,0,29.9,11.7,18.9,0
2020-09-30,Murcia,19,4.0,0.0,0.2069,57,2.0,0.035,0,0,0,1,0,55.1,17.4,20.8,0
2020-09-30,Palma,4,1.0,0.0,0.2369,77,2.0,0.026,0,0,0,1,0,31.3,16.6,35.6,0
2020-09-30,A Coruna,5,1.0,3.0,0.1915,158,2.0,0.0316,0,0,0,1,0,50.5,13.0,25.0,0
2020-10-01,Madrid,27,6.0,4.0,0.2203,363,8.0,0.0331,0,0,0,1,0,40.5,11.3,24.7,0
2020-10-01,Barcelona,28,7.0,2.0,0.2495,481,12.0,0.0291,0,0,0,1,0,48.2,15.3,36.1,0
2020-10-01,Valencia,38,9.0,4.0,0.2353,248,5.0,0.0363,0,0,0,1,0,37.8,17.7,48.2,0
2020-10-01,Sevilla,22,5.0,2.0,0.2323,236,5.0,0.0296,0,0,0,1,0,14.4,11.7,32.0,0
2020-10-01,Malaga,43,10.0,1.0,0.2326,157,5.0,0.0382,0,0,0,1,0,51.0,16.4,27.1,0
2020-10-01,Zaragoza,19,4.0,2.0,0.2138,184,4.0,0.0326,0,0,0,1,0,39.8,15.3,18.5,0
2020-10-01,Bilbao,19,4.0,0.0,0.215,58,2.0,0.0345,0,0,0,1,0,41.4,14.8,34.3,0
2020-10-01,Murcia,9,2.0,3.0,0.2183,192,3.0,0.0312,0,0,0,1,0,38.1,17.8,10.8,0
2020-10-01,Palma,18,4.0,1.0,0.2245,84,2.0,0.0357,0,0,0,1,0,43.3,17.5,82.4,0
2020-10-01,A Coruna,11,2.0,1.0,0.1899,91,2.0,0.033,0,0,0,1,0,42.5,14.4,15.6,0
2020-10-02,Madrid,65,16.0,3.0,0.2465,499,13.0,0.032,0,0,0,1,0,38.3,12.6,13.1,0
2020-10-02,Barcelona,38,9.0,5.0,0.2379,447,7.0,0.0268,0,0,0,1,0,20.0,14.9,8.3,0
2020-10-02,Valencia,8,2.0,2.0,0.2414,274,6.0,0.0292,0,0,0,1,0,24.3,21.0,29.5,0
2020-10-02,Sevilla,20,4.0,4.0,0.1988,211,4.0,0.0379,0,0,0,1,0,39.6,13.3,10.5,0
2020-10-02,Malaga,49,10.0,6.0,0.2025,325,6.0,0.0369,0,0,0,1,0,44.5,15.2,34.2,0
2020-10-02,Zaragoza,2,0.0,2.0,0.239,121,2.0,0.0329,0,0,0,1,0,33.5,12.3,8.5,0
2020-10-02,Bilbao,51,10.0,0.0,0.1951,56,2.0,0.0359,0,0,0,1,0,45.6,8.5,23.4,0
2020-10-02,Murcia,27,5.0,0.0,0.1823,74,3.0,0.0403,0,0,0,1,0,53.5,15.9,16.1,0
2020-10-02,Palma,25,6.0,2.0,0.2374,206,4.0,0.0292,0,0,0,1,0,28.4,19.8,56.3,0
2020-10-02,A Coruna,5,1.0,2.0,0.1986,168,4.0,0.0357,0,0,0,1,0,57.7,15.4,5.5,0
2020-10-03,Madrid,30,7.0,4.0,0.2338,388,11.0,0.0387,0,0,0,1,0,36.9,11.3,7.7,0
2020-10-03,Barcelona,33,7.0,2.0,0.2107,120,2.0,0.0332,0,0,0,1,0,51.3,13.0,59.9,0
2020-10-03,Valencia,24,5.0,3.0,0.2073,275,7.0,0.0364,0,0,0,1,0,56.9,18.3,0.0,0
2020-10-03,Sevilla,22,5.0,2.0,0.2282,127,3.0,0.0393,0,0,0,1,0,34.4,16.9,16.1,0
2020-10-03,Malaga,27,6.0,4.0,0.2228,174,2.0,0.0344,0,0,0,1,0,47.8,18.0,40.9,0
2020-10-03,Zaragoza,42,8.0,2.0,0.1916,153,3.0,0.0328,0,0,0,1,0,54.9,12.9,0.0,0
2020-10-03,Bilbao,2,0.0,2.0,0.1976,117,2.0,0.0342,0,0,0,1,0,41.7,13.4,30.2,0
2020-10-03,Murcia,18,4.0,2.0,0.2253,170,3.0,0.0294,0,0,0,1,0,14.0,17.1,19.8,0
2020-10-03,Palma,2,0.0,0.0,0.2037,60,2.0,0.0331,0,0,0,1,0,56.4,12.8,47.3,0
2020-10-03,A Coruna,10,2.0,1.0,0.1967,82,2.0,0.0367,0,0,0,1,0,51.3,15.9,9.2,0
2020-10-04,Madrid,39,10.0,1.0,0.2557,266,9.0,0.0376,0,0,0,1,0,21.9,16.3,18.0,0
2020-10-04,Barcelona,37,9.0,1.0,0.2451,332,11.0,0.0362,0,0,0,1,0,35.7,15.9,27.5,0
2020-10-04,Valencia,18,4.0,1.0,0.2223,132,3.0,0.0303,0,0,0,1,0,37.7,15.3,43.5,0
2020-10-04,Sevilla,28,6.0,1.0,0.2179,78,2.0,0.0385,0,0,0,1,0,50.7,13.2,20.4,0
2020-10-04,Malaga,13,3.0,2.0,0.2266,218,6.0,0.0367,0,0,0,1,0,48.6,17.4,48.6,0
2020-10-04,Zaragoza,30,7.0,2.0,0.2311,348,9.0,0.0316,0,0,0,1,0,34.0,7.5,14.2,0
2020-10-04,Bilbao,18,4.0,3.0,0.22,160,3.0,0.0375,0,0,0,1,0,49.0,16.8,12.4,0
2020-10-04,Murcia,24,5.0,0.0,0.208,55,2.0,0.036,0,0,0,1,0,37.9,20.6,14.9,0
2020-10-04,Palma,44,10.0,2.0,0.2273,161,3.0,0.0311,0,0,0,1,0,29.7,17.7,50.5,0
2020-10-04,A Coruna,14,3.0,1.0,0.2116,164,5.0,0.0366,0,0,0,1,0,41.1,11.6,13.0,0
2020-10-05,Madrid,57,14.0,3.0,0.2442,421,11.0,0.0333,0,0,0,1,0,26.9,13.4,28.0,0
2020-10-05,Barcelona,58,13.0,4.0,0.225,402,10.0,0.0348,0,0,0,1,0,35.3,12.5,36.7,0
2020-10-05,Valencia,34,7.0,0.0,0.2052,170,6.0,0.0354,0,0,0,1,0,41.9,17.8,31.0,0
2020-10-05,Sevilla,18,4.0,0.0,0.2165,173,6.0,0.0347,0,0,0,1,0,52.2,13.7,40.7,0
2020-10-05,Malaga,25,6.0,3.0,0.2384,198,4.0,0.0353,0,0,0,1,0,33.9,20.3,23.8,0
2020-10-05,Zaragoza,14,3.0,1.0,0.2214,68,1.0,0.0296,0,0,0,1,0,30.5,13.4,4.4,0
2020-10-05,Bilbao,9,2.0,2.0,0.2177,174,3.0,0.0287,0,0,0,1,0,36.9,12.0,19.6,0
2020-10-05,Murcia,19,4.0,0.0,0.2052,82,3.0,0.0364,0,0,0,1,0,30.9,17.0,26.2,0
2020-10-05,Palma,4,1.0,1.0,0.2272,102,3.0,0.0391,0,0,0,1,0,37.8,14.4,55.9,0
2020-10-05,A Coruna,28,6.0,1.0,0.2145,32,0.0,0.0315,0,0,0,1,0,38.8,16.8,31.6,0
2020-10-06,Madrid,35,8.0,3.0,0.2263,444,8.0,0.0248,0,0,0,0,0,30.8,16.1,34.5,0
2020-10-06,Barcelona,40,8.0,3.0,0.2016,322,9.0,0.0373,0,0,0,0,0,49.4,11.8,39.6,0
2020-10-06,Valencia,18,4.0,1.0,0.2188,133,3.0,0.0301,0,0,0,0,0,40.9,14.2,22.0,0
2020-10-06,Sevilla,17,4.0,2.0,0.2366,142,3.0,0.0352,0,0,0,0,0,47.5,14.4,30.4,0
2020-10-06,Malaga,25,6.0,1.0,0.2438,184,5.0,0.0325,0,0,0,0,0,36.9,17.8,32.2,0
2020-10-06,Zaragoza,23,5.0,3.0,0.2167,147,2.0,0.0341,0,0,0,0,0,31.5,8.6,13.8,0
2020-10-06,Bilbao,21,5.0,3.0,0.2412,245,4.0,0.0286,0,0,0,0,0,17.5,15.9,7.0,0
2020-10-06,Murcia,23,5.0,1.0,0.2136,195,5.0,0.0307,0,0,0,0,0,37.1,14.2,4.4,0
2020-10-06,Palma,33,7.0,1.0,0.2131,175,4.0,0.0285,0,0,0,0,0,38.3,13.4,53.2,0
2020-10-06,A Coruna,9,2.0,1.0,0.2111,64,1.0,0.0312,0,0,0,0,0,37.5,10.3,30.8,0
2020-10-07,Madrid,30,7.0,4.0,0.2311,377,9.0,0.0345,0,0,0,0,0,34.4,15.6,6.3,0
2020-10-07,Barcelona,39,8.0,3.0,0.2043,300,6.0,0.03,0,0,0,0,0,30.1,12.1,17.4,0
2020-10-07,Valencia,41,9.0,3.0,0.2211,255,5.0,0.0313,0,0,0,0,0,35.3,16.3,39.0,0
2020-10-07,Sevilla,30,6.0,3.0,0.2021,247,4.0,0.0283,0,0,0,0,0,43.5,17.0,21.7,0
2020-10-07,Malaga,39,10.0,2.0,0.2576,106,1.0,0.0284,0,0,0,0,0,13.4,18.5,45.5,0
2020-10-07,Zaragoza,12,3.0,3.0,0.2522,195,2.0,0.0256,0,0,0,0,0,18.0,9.5,33.6,0
2020-10-07,Bilbao,33,7.0,2.0,0.21,143,3.0,0.0349,0,0,0,0,0,68.6,10.6,19.5,0
2020-10-07,Murcia,15,3.0,1.0,0.1943,107,3.0,0.0374,0,0,0,0,0,62.9,14.5,31.7,0
2020-10-07,Palma,9,2.0,1.0,0.2161,66,1.0,0.0303,0,0,0,0,0,54.5,10.1,59.4,0
2020-10-07,A Coruna,9,2.0,0.0,0.2266,167,4.0,0.0239,0,0,0,0,0,23.1,19.7,16.7,0
2020-10-08,Madrid,25,5.0,0.0,0.1972,203,7.0,0.0344,0,0,0,0,0,64.8,11.0,17.8,0
2020-10-08,Barcelona,34,8.0,2.0,0.2373,363,10.0,0.033,0,0,0,0,0,24.8,17.3,34.3,0
2020-10-08,Valencia,52,10.0,1.0,0.1923,205,6.0,0.0341,0,0,0,0,0,52.8,14.8,32.1,0
2020-10-08,Sevilla,13,3.0,1.0,0.2269,96,2.0,0.0312,0,0,0,0,0,39.2,14.4,34.8,0
2020-10-08,Malaga,18,4.0,1.0,0.2207,261,6.0,0.0268,0,0,0,0,0,43.4,13.1,36.4,0
2020-10-08,Zaragoza,23,6.0,0.0,0.2585,149,3.0,0.0202,0,0,0,0,0,0.0,10.1,0.0,0
2020-10-08,Bilbao,22,4.0,3.0,0.185,106,1.0,0.0378,0,0,0,0,0,79.6,11.8,34.7,0
2020-10-08,Murcia,28,6.0,2.0,0.2124,298,5.0,0.0235,0,0,0,0,0,25.2,12.8,34.0,1
2020-10-08,Palma,18,4.0,2.0,0.2269,176,3.0,0.0285,0,0,0,0,0,30.4,10.3,55.4,0
2020-10-08,A Coruna,21,4.0,1.0,0.1941,125,3.0,0.032,0,0,0,0,0,51.2,8.3,18.3,0
2020-10-09,Madrid,44,11.0,5.0,0.2518,790,17.0,0.0279,0,0,0,0,0,27.7,14.5,30.3,0
2020-10-09,Barcelona,57,13.0,3.0,0.2278,333,6.0,0.0271,0,0,0,0,0,21.4,12.7,28.7,0
2020-10-09,Valencia,18,4.0,2.0,0.2199,108,1.0,0.0278,0,0,0,0,0,47.8,13.9,8.7,0
2020-10-09,Sevilla,27,6.0,1.0,0.2228,83,1.0,0.0242,0,0,0,0,0,25.2,16.9,28.8,0
2020-10-09,Malaga,16,3.0,3.0,0.1934,218,4.0,0.0321,0,0,0,0,0,43.5,19.0,32.4,0
2020-10-09,Zaragoza,24,5.0,2.0,0.2048,147,3.0,0.034,0,0,0,0,0,56.9,11.8,18.2,0
2020-10-09,Bilbao,4,1.0,0.0,0.2266,143,4.0,0.028,0,0,0,0,0,53.3,12.1,28.9,0
2020-10-09,Murcia,13,3.0,2.0,0.2248,211,5.0,0.0332,0,0,0,0,0,52.3,11.7,19.5,0
2020-10-09,Palma,9,2.0,1.0,0.2155,201,5.0,0.0298,0,0,0,0,0,56.7,12.7,43.5,0
2020-10-09,A Coruna,19,4.0,2.0,0.2088,272,7.0,0.0331,0,0,0,0,0,53.3,15.2,34.0,0
2020-10-10,Madrid,50,11.0,5.0,0.2198,382,7.0,0.0314,0,0,0,0,0,43.2,7.1,25.6,0
2020-10-10,Barcelona,60,13.0,2.0,0.2173,224,4.0,0.0268,0,0,0,0,0,36.0,14.5,48.2,0
2020-10-10,Valencia,45,9.0,6.0,0.1999,317,4.0,0.0315,0,0,0,0,0,36.8,13.2,4.0,0
